,PV474290_Ommatogammarus_albinus_isolate_BK_14_Oa_1000m_,PV474291_Ommatogammarus_albinus_isolate_BK_15_Oa_650m_,PV474293_Ommatogammarus_albinus_isolate_BK_22_Oa_1000m_,PV474347_Ommatogammarus_flavus_isolate_BK_10_Of_650m_,PV474370_Ommatogammarus_flavus_isolate_BK_43_Of_250m_,PV474367_Ommatogammarus_flavus_isolate_BK_3_Of_250m_,PV474360_Ommatogammarus_flavus_isolate_BK_28_Of_100m_,PV474361_Ommatogammarus_flavus_isolate_BK_29_Of_25m_,PV474349_Ommatogammarus_flavus_isolate_BK_12_Of_100m_,PV474368_Ommatogammarus_flavus_isolate_BK_41_Of_1000m_,PV474364_Ommatogammarus_flavus_isolate_BK_33_Of_1000m_,PV474353_Ommatogammarus_flavus_isolate_BK_19_Of_250m_,PV474357_Ommatogammarus_flavus_isolate_BK_25_Of_1000m_,PV474355_Ommatogammarus_flavus_isolate_BK_20_Of_100m_,PV474356_Ommatogammarus_flavus_isolate_BK_21_Of_25m_,PV474372_Ommatogammarus_flavus_isolate_BK_4_Of_100m_,PV474348_Ommatogammarus_flavus_isolate_BK_11_Of_250m_,PV474350_Ommatogammarus_flavus_isolate_BK_13_Of_25m_,PV474359_Ommatogammarus_flavus_isolate_BK_27_Of_250m_,PV474366_Ommatogammarus_flavus_isolate_BK_35_Of_25m_,PV474371_Ommatogammarus_flavus_isolate_BK_44_Of_100m_,PV474365_Ommatogammarus_flavus_isolate_BK_34_Of_1000m_,PV474354_Ommatogammarus_flavus_isolate_BK_1_Of_1000m_,PV474358_Ommatogammarus_flavus_isolate_BK_26_Of_650m_,PV474351_Ommatogammarus_flavus_isolate_BK_17_Of_1000m_,PV474363_Ommatogammarus_flavus_isolate_BK_31_Of_650m_,PV474352_Ommatogammarus_flavus_isolate_BK_18_Of_650m_,PV474362_Ommatogammarus_flavus_isolate_BK_2_Of_650m_,PV474369_Ommatogammarus_flavus_isolate_BK_42_31_Of_650m_,PZ495199_Pretiositus_amethystinus_isolate_Ocsp_21_1_,PZ495208_Pretiositus_amethystinus_isolate_Ocsp_21_10_,PZ495210_Pretiositus_amethystinus_isolate_Ocsp_21_12_,PZ495220_Pretiositus_amethystinus_isolate_Ocsp_23_1_,PZ495232_Pretiositus_amethystinus_isolate_Ocsp_23_14_,PZ495200_Pretiositus_amethystinus_isolate_Ocsp_21_2_,PZ495201_Pretiositus_amethystinus_isolate_Ocsp_21_3_,PZ495204_Pretiositus_amethystinus_isolate_Ocsp_21_6_,PZ495214_Pretiositus_amethystinus_isolate_Ocsp_21_16_,PZ495202_Pretiositus_amethystinus_isolate_Ocsp_21_4_,PZ495207_Pretiositus_amethystinus_isolate_Ocsp_21_9_,PZ495215_Pretiositus_amethystinus_isolate_Ocsp_21_17_,PZ495203_Pretiositus_amethystinus_isolate_Ocsp_21_5_,PZ495224_Pretiositus_amethystinus_isolate_Ocsp_23_5_,PZ495209_Pretiositus_amethystinus_isolate_Ocsp_21_11_,PZ495221_Pretiositus_amethystinus_isolate_Ocsp_23_2_,PZ495223_Pretiositus_amethystinus_isolate_Ocsp_23_4_,PZ495216_Pretiositus_amethystinus_isolate_Ocsp_21_18_,PZ495213_Pretiositus_amethystinus_isolate_Ocsp_21_15_,PZ495212_Pretiositus_amethystinus_isolate_Ocsp_21_14_,PZ495211_Pretiositus_amethystinus_isolate_Ocsp_21_13_,PZ495205_Pretiositus_amethystinus_isolate_Ocsp_21_7_,PZ495230_Pretiositus_amethystinus_isolate_Ocsp_23_12_,PZ495226_Pretiositus_amethystinus_isolate_Ocsp_23_7_,PZ495231_Pretiositus_amethystinus_isolate_Ocsp_23_13_,PZ495217_Pretiositus_amethystinus_isolate_Ocsp_21_19_,PZ495206_Pretiositus_amethystinus_isolate_Ocsp_21_8_,PZ495227_Pretiositus_amethystinus_isolate_Ocsp_23_9_,PZ495225_Pretiositus_amethystinus_isolate_Ocsp_23_6_,PZ495218_Pretiositus_melanophthalmus_isolate_Ome_21_35_,PZ495239_Pretiositus_melanophthalmus_isolate_Ome_25_8_,PZ495219_Pretiositus_melanophthalmus_isolate_Ome_21_36_,PZ495238_Pretiositus_melanophthalmus_isolate_Ome_25_7_,PZ495235_Pretiositus_melanophthalmus_isolate_Ome_25_3_,PZ495242_Pretiositus_melanophthalmus_isolate_Ome_25_13_,PZ495228_Pretiositus_melanophthalmus_isolate_Ome_23_10_,PZ495234_Pretiositus_melanophthalmus_isolate_Ome_25_2_,PZ495241_Pretiositus_melanophthalmus_isolate_Ome_25_11_,PZ495233_Pretiositus_melanophthalmus_isolate_Ome_25_1_,PZ495222_Pretiositus_melanophthalmus_isolate_Ome_23_3_,PZ495229_Pretiositus_melanophthalmus_isolate_Ome_23_11_,PZ495236_Pretiositus_melanophthalmus_isolate_Ome_25_4_,PZ495237_Pretiositus_melanophthalmus_isolate_Ome_25_5_,PZ495240_Pretiositus_melanophthalmus_isolate_Ome_25_9_,PZ495243_Pretiositus_melanophthalmus_isolate_Ohy_25_,PV474301_Ommatogammarus_albinus_isolate_BK_39_Oa_100m_,PV474308_Ommatogammarus_albinus_isolate_BK_7_Oa_650m_,PV474307_Ommatogammarus_albinus_isolate_BK_6_Oa_1000m_,PV474300_Ommatogammarus_albinus_isolate_BK_38_Oa_100m_,PV474299_Ommatogammarus_albinus_isolate_BK_37_Oa_100m_,PV474303_Ommatogammarus_albinus_isolate_BK_45_Oa_1000m_,PV474295_Ommatogammarus_albinus_isolate_BK_24_Oa_250m_,PV474306_Ommatogammarus_albinus_isolate_BK_48_Oa_100m_,PV474304_Ommatogammarus_albinus_isolate_BK_46_Oa_650m_,PV474298_Ommatogammarus_albinus_isolate_BK_36_Oa_1000m_,PV474302_Ommatogammarus_albinus_isolate_BK_40_Oa_100m_,PV474296_Ommatogammarus_albinus_isolate_BK_30_Oa_1000m_,PV474294_Ommatogammarus_albinus_isolate_BK_23_Oa_650m_,PV474292_Ommatogammarus_albinus_isolate_BK_16_Oa_250m_,PV474305_Ommatogammarus_albinus_isolate_BK_47_Oa_250m_,PV474297_Ommatogammarus_albinus_isolate_BK_32_Oa_250m_
PZ495209_Pretiositus_amethystinus_isolate_Ocsp_21_11_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495221_Pretiositus_amethystinus_isolate_Ocsp_23_2_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495223_Pretiositus_amethystinus_isolate_Ocsp_23_4_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495216_Pretiositus_amethystinus_isolate_Ocsp_21_18_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495213_Pretiositus_amethystinus_isolate_Ocsp_21_15_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495212_Pretiositus_amethystinus_isolate_Ocsp_21_14_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495211_Pretiositus_amethystinus_isolate_Ocsp_21_13_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495205_Pretiositus_amethystinus_isolate_Ocsp_21_7_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495230_Pretiositus_amethystinus_isolate_Ocsp_23_12_,0.2570163979,0.2570163979,0.2591985224,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2530778768,0.2551997465,0.2551997465,0.2551997465,0.2551997465,0.2551997465,0.2551997465,0.2551997465,0.2551997465,0.2530798842,0.2552002084,0.2551971552,0.2551910958,0.0127178450,0.0148475269,0.0169181480,0.0148353752,0.0213134777,0.0127240634,0.0190264524,0.0148183886,0.0148183886,0.0173454825,0.0173454825,0.0215274874,0.0021018436,0.0021018436,0.0021018436,0.0021018436,0.0021018436,0.0021018436,0.0021018436,0.0021018436,0.0021018436,0.0021018436,0,0.0191926404,0.0106301885,0.0106311885,0.0127281395,0.0127208407,0.0127264015,0.1693961405,0.1693940179,0.1673675183,0.1673675183,0.1673675183,0.1673675183,0.1673675183,0.1673675183,0.1673675183,0.1673675183,0.1673675183,0.1693881075,0.1693910625,0.1693898824,0.1673609725,0.1632877787,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,0.2570163979,
PZ495226_Pretiositus_amethystinus_isolate_Ocsp_23_7_,0.2549588573,0.2549588573,0.2571409818,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2510203362,0.2531422059,0.2531422059,0.2531422059,0.2531422059,0.2531422059,0.2531422059,0.2531422059,0.2531422059,0.2510223436,0.2531426678,0.2531396146,0.2531335552,0.0106603044,0.0127899863,0.0148606074,0.0127778346,0.0192559371,0.0106665228,0.0169689118,0.0127608480,0.0127608480,0.0192806441,0.0192806441,0.0234626490,0.0170978410,0.0170978410,0.0170978410,0.0170978410,0.0170978410,0.0170978410,0.0170978410,0.0170978410,0.0170978410,0.0170978410,0.0191926404,0,0.0085726479,0.0085736479,0.0106705989,0.0106633001,0.0106688609,0.1673385999,0.1673364773,0.1653099777,0.1653099777,0.1653099777,0.1653099777,0.1653099777,0.1653099777,0.1653099777,0.1653099777,0.1653099777,0.1673305669,0.1673335219,0.1673323418,0.1653034319,0.1612302381,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,0.2549588573,
PZ495231_Pretiositus_amethystinus_isolate_Ocsp_23_13_,0.2463882094,0.2463882094,0.2485703339,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2424496883,0.2445715580,0.2445715580,0.2445715580,0.2445715580,0.2445715580,0.2445715580,0.2445715580,0.2445715580,0.2424516957,0.2445720199,0.2445689667,0.2445629073,0.0020916565,0.0042213384,0.0062919595,0.0042091867,0.0106872892,0.0020998749,0.0084022639,0.0041942001,0.0041942001,0.0107181922,0.0107181922,0.0149001971,0.0085353891,0.0085353891,0.0085353891,0.0085353891,0.0085353891,0.0085353891,0.0085353891,0.0085353891,0.0085353891,0.0085353891,0.0106301885,0.0085726479,0,0.0000030,0.002099951,0.0020926522,0.0020982130,0.1587679520,0.1587658294,0.1567393298,0.1567393298,0.1567393298,0.1567393298,0.1567393298,0.1567393298,0.1567393298,0.1567393298,0.1567393298,0.1587599190,0.1587628740,0.1587616939,0.1567327840,0.1526595902,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,0.2463882094,
PZ495217_Pretiositus_amethystinus_isolate_Ocsp_21_19_,0.2463872094,0.2463872094,0.2485693339,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2424486883,0.2445705580,0.2445705580,0.2445705580,0.2445705580,0.2445705580,0.2445705580,0.2445705580,0.2445705580,0.2424506957,0.2445710199,0.2445679667,0.2445619073,0.0020926565,0.0042223384,0.0062929595,0.0042101867,0.0106882892,0.0021008749,0.0084032639,0.0041952001,0.0041952001,0.0107191922,0.0107191922,0.0149011971,0.0085363891,0.0085363891,0.0085363891,0.0085363891,0.0085363891,0.0085363891,0.0085363891,0.0085363891,0.0085363891,0.0085363891,0.0106311885,0.0085736479,0.0000030,0,0.002098951,0.0020916522,0.0020972130,0.1587669520,0.1587648294,0.1567383298,0.1567383298,0.1567383298,0.1567383298,0.1567383298,0.1567383298,0.1567383298,0.1567383298,0.1567383298,0.1587589190,0.1587618740,0.1587606939,0.1567317840,0.1526585902,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,0.2463872094,
PZ495206_Pretiositus_amethystinus_isolate_Ocsp_21_8_,0.2484821604,0.2484821604,0.2506642849,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2445436393,0.2466655090,0.2466655090,0.2466655090,0.2466655090,0.2466655090,0.2466655090,0.2466655090,0.2466655090,0.2445456467,0.2466659709,0.2466629177,0.2466568583,0.0041896075,0.0063192894,0.0083899105,0.0063071377,0.0127852402,0.0041978259,0.0105002149,0.0062921511,0.0062921511,0.0128161432,0.0128161432,0.0169981481,0.0106333401,0.0106333401,0.0106333401,0.0106333401,0.0106333401,0.0106333401,0.0106333401,0.0106333401,0.0106333401,0.0106333401,0.0127281395,0.0106705989,0.002099951,0.002098951,0,0.0041846032,0.0041921640,0.1608619030,0.1608597804,0.1588332808,0.1588332808,0.1588332808,0.1588332808,0.1588332808,0.1588332808,0.1588332808,0.1588332808,0.1588332808,0.1608538700,0.1608568250,0.1608556449,0.1588267350,0.1547535412,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,0.2484821604,
PZ495227_Pretiositus_amethystinus_isolate_Ocsp_23_9_,0.2484748616,0.2484748616,0.2506569861,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2445363405,0.2466582102,0.2466582102,0.2466582102,0.2466582102,0.2466582102,0.2466582102,0.2466582102,0.2466582102,0.2445383479,0.2466586721,0.2466556189,0.2466495595,0.0041823087,0.0063119906,0.0083826117,0.0062998389,0.0127779414,0.0041905271,0.0104929161,0.0062848523,0.0062848523,0.0128088444,0.0128088444,0.0169908493,0.0106260413,0.0106260413,0.0106260413,0.0106260413,0.0106260413,0.0106260413,0.0106260413,0.0106260413,0.0106260413,0.0106260413,0.0127208407,0.0106633001,0.0020926522,0.0020916522,0.0041846032,0,0.0041848652,0.1608546042,0.1608524816,0.1588259820,0.1588259820,0.1588259820,0.1588259820,0.1588259820,0.1588259820,0.1588259820,0.1588259820,0.1588259820,0.1608465712,0.1608495262,0.1608483461,0.1588194362,0.1547462424,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,0.2484748616,
PZ495225_Pretiositus_amethystinus_isolate_Ocsp_23_6_,0.2442942460,0.2442942460,0.2464763705,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2403557249,0.2424775946,0.2424775946,0.2424775946,0.2424775946,0.2424775946,0.2424775946,0.2424775946,0.2424775946,0.2403577323,0.2424780565,0.2424750033,0.2424689439,0.0041878695,0.0063175514,0.0083881725,0.0063053997,0.0127835022,0.0041960879,0.0104984769,0.0062904131,0.0062904131,0.0128144052,0.0128144052,0.0169964101,0.0106316021,0.0106316021,0.0106316021,0.0106316021,0.0106316021,0.0106316021,0.0106316021,0.0106316021,0.0106316021,0.0106316021,0.0127264015,0.0106688609,0.0020982130,0.0020972130,0.0041921640,0.0041848652,0,0.1566739886,0.1566718660,0.1546453664,0.1546453664,0.1546453664,0.1546453664,0.1546453664,0.1546453664,0.1546453664,0.1546453664,0.1546453664,0.1566659556,0.1566689106,0.1566677305,0.1546388206,0.1505656268,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,0.2442942460,
PZ495218_Pretiositus_melanophthalmus_isolate_Ome_21_35_,0.2229618682,0.2229618682,0.2251439927,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2190233471,0.2211452168,0.2211452168,0.2211452168,0.2211452168,0.2211452168,0.2211452168,0.2211452168,0.2211452168,0.2190253545,0.2211456787,0.2211426255,0.2211365661,0.1608576085,0.1629872904,0.1650579115,0.1629751387,0.1694532412,0.1608658269,0.1671682159,0.1629601521,0.1629601521,0.1694841442,0.1694841442,0.1736661491,0.1673013411,0.1673013411,0.1673013411,0.1673013411,0.1673013411,0.1673013411,0.1673013411,0.1673013411,0.1673013411,0.1673013411,0.1693961405,0.1673385999,0.1587679520,0.1587669520,0.1608619030,0.1608546042,0.1566739886,0,0.0040608454,0.0020363458,0.0020363458,0.0020363458,0.0020363458,0.0020363458,0.0020363458,0.0020363458,0.0020363458,0.0020363458,0.004058935,0.0081457862,0.0081446061,0.0061156962,0.0061123776,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,0.2229618682,
